,用户的id,用户的姓名,保密,女,男,"用户的签名（0,1）",用户的等级,有没有佩戴粉丝牌,vip,关注数,粉丝数,收藏夹总视频数,收藏夹id,视频数量,视频的时长,视频的bv_id,视频的id,视频的收藏数,视频的播放数,视频的弹幕数,点赞数,投币数,分享数,视频的up主的粉丝数,这个视频的第几个tag,标签的id,标签的名字,标签的订阅数,这个标签下的视频投稿数,这个标签下的精选视频数,大Tag
46163,10044651.0,R酱要发奋图强,1.0,0.0,0.0,0.0,-2.300212141,0.0,0.0,-0.438118511,-0.082753354,-0.453943424,900989451.0,9.0,127.0,BV1VE411A7Pz,97817249.0,-0.309096013,-0.288695472,-0.162495949,-0.309610116,-0.242562777,-0.309090834,-0.215988897,0.0,11687.0,综艺,0.010338576,0.876785465,0.188607926,综艺
46208,10044690.0,沉于小说且耽于美色,0.0,1.0,0.0,1.0,-0.731780643,0.0,1.0,-0.885513336,-0.082110903,-0.398748462,1208045490.0,23.0,208.0,BV1tD4y1D7mS,710942299.0,0.006447074,-0.030918794,-0.104042507,0.002095899,0.039037128,0.005899313,-0.033069778,0.0,103406.0,书法,-0.39998481,-0.461698863,-0.380452515,知识
46423,10044715.0,老橋,0.0,0.0,1.0,0.0,-0.731780643,0.0,0.0,-0.682624985,-0.082739387,-0.393261243,44429215.0,334.0,153.0,BV1vZ4y1T717,371462674.0,0.563038751,1.144778715,0.129962187,0.667317292,-0.06825776,0.562281388,0.915569737,0.0,1938.0,国足,-0.662844704,-0.502288994,-0.382796585,运动
46461,10044739.0,简单说一点丶,0.0,0.0,1.0,0.0,-0.731780643,0.0,0.0,-0.807479355,-0.082725421,-0.513657272,70656139.0,9.0,1537.0,BV134411u7fe,56383812.0,-0.009510071,-0.167096716,-0.118934917,-0.145288482,-0.010139695,-0.010792149,-0.10611502,0.0,5220.0,塞尔达传说,-0.603127358,-0.492636463,-0.381499865,游戏
46466,10044741.0,蹭的好累啊萝莉,0.0,0.0,1.0,1.0,0.836650855,1.0,0.0,-0.469332103,-0.082718438,-0.460721753,1212985341.0,4.0,15499.0,BV1iJ411X7C3,77189240.0,0.160282188,0.111721408,0.437650529,0.109646663,-0.139787685,0.161686294,-0.105273485,2.0,11687.0,综艺,0.010338576,0.876785465,0.188607926,综艺
46505,10044761.0,煎饼果子来一套呀丶,0.0,0.0,1.0,0.0,-0.731780643,0.0,1.0,-0.667018189,-0.082697488,-0.469759524,739215361.0,5.0,108973.0,BV1xs411Q799,4050443.0,4.406023391,3.101737126,4.258566948,0.615533591,0.240215044,4.406881524,1.267484396,0.0,28784.0,编程,-0.027574724,-0.395121148,-0.361251089,知识
46535,10044793.0,方昀不喝粥,1.0,0.0,0.0,1.0,0.836650855,1.0,0.0,0.26418732,-0.081196109,-0.507201721,1413259793.0,5.0,100502.0,BV1bb411H7JN,46288016.0,-0.149224113,-0.24170488,-0.06952854,-0.28151945,-0.224845708,-0.149887668,-0.166460734,0.0,372799.0,考研,-0.142756114,-0.410713698,-0.347136794,知识
46548,10044813.0,楠沐子布,1.0,0.0,0.0,1.0,-0.731780643,0.0,0.0,-0.804878222,-0.082508943,-0.419083448,436202113.0,7.0,28045.0,BV19W411W7u2,20545620.0,-0.13420726,-0.205773636,-0.061215815,-0.268772692,-0.201039655,-0.133196205,-0.145560063,0.0,8859.0,考试,-0.252969512,-0.14539284,-0.208038672,知识
46620,10044840.0,冰棒大开心,1.0,0.0,0.0,0.0,0.836650855,0.0,1.0,-0.050549737,-0.082704472,-0.34871794,929662540.0,22.0,95.0,BV1BK411H7Uz,498848115.0,-0.305624165,-0.288734301,-0.161350379,-0.305869739,-0.241463004,-0.30561901,-0.204421615,0.0,11687.0,综艺,0.010337062,0.876785465,0.188607926,综艺
46715,10044841.0,Ihateily,0.0,0.0,1.0,0.0,-0.731780643,1.0,0.0,-0.74505217,-0.082718438,-0.510106719,303782141.0,15.0,201.0,BV1mx411Y7cq,10874301.0,-0.299709784,-0.29303151,-0.161130077,-0.310398822,-0.241328885,-0.299704669,-0.212102535,0.0,386.0,翻唱,-0.095295973,0.078347883,-0.161556259,音乐
46741,10044859.0,Samarium今天吃什么,1.0,0.0,0.0,1.0,0.836650855,1.0,1.0,0.227771462,-0.069457416,-0.424247889,71093459.0,235.0,270.0,BV1bL411772u,464592664.0,-0.23255958,-0.071983596,-0.156400929,0.025996069,-0.236840383,-0.233344979,-0.13780264,0.0,4346.0,脱口秀,-0.43799956,-0.470608892,-0.359754874,综艺
46815,10044905.0,asdfas01,0.0,0.0,1.0,0.0,0.836650855,0.0,1.0,-0.448523041,-0.082746371,-0.510429496,717372605.0,19.0,220.0,BV1fJ411C7Cg,79150729.0,0.036948145,0.028338301,-0.056824463,-0.029770994,0.150802637,0.039282238,0.578955716,1.0,21187.0,剑网3,-0.571980883,-0.440413794,-0.375066141,游戏
46831,10044912.0,阴晴不定的男子高中生,1.0,0.0,0.0,1.0,0.836650855,1.0,1.0,-0.24563469,-0.079366521,1.854561666,44703812.0,957.0,1916.0,BV1Nz4y117QU,586978060.0,-0.124932308,-0.061588406,-0.090706898,-0.121388312,-0.225730891,-0.127632385,-0.002468503,0.0,14377864.0,说唱新世代,-0.628854618,-0.503526498,-0.373420304,综艺
47140,10045037.0,菜还行,0.0,1.0,0.0,1.0,-0.731780643,0.0,1.0,-0.810080488,-0.082725421,-0.484607292,300589437.0,12.0,95.0,BV1Gb411W7Do,48194946.0,-0.214232231,0.021238695,-0.144680867,-0.18910546,-0.238856632,-0.216653517,-0.182373397,2.0,11687.0,综艺,0.010341604,0.876785465,0.188607926,综艺
47197,10045079.0,SHOHOKLRanger,0.0,0.0,1.0,0.0,-0.731780643,0.0,1.0,-0.656613658,-0.082753354,-0.485575624,60687079.0,96.0,619.0,BV1cW411p7nW,20740728.0,-0.084649975,-0.182211965,-0.128628201,-0.264789331,-0.222744517,-0.083121819,0.012832134,0.0,4344.0,健身,0.263957491,-0.044907515,-0.230282402,运动
47216,10045096.0,还原绿洲,0.0,0.0,1.0,1.0,0.836650855,1.0,1.0,-0.248235823,-0.082564808,-0.470727857,45515396.0,93.0,30658.0,BV15x411f7eL,58604834.0,0.433089281,0.008451762,0.074490165,-0.185122098,-0.19343513,0.434313511,0.012832134,0.0,31864.0,公开课,0.507534431,0.18254572,-0.049838872,知识
47236,10045125.0,星夜流梭,1.0,0.0,0.0,0.0,-0.731780643,1.0,0.0,-0.360084529,-0.082683522,-0.320313515,779385325.0,157.0,179.0,BV1N4411Y7yS,51933593.0,-0.298652651,-0.271314724,-0.151304611,-0.302380315,-0.23840957,-0.298647543,-0.163201698,0.0,4346.0,脱口秀,-0.437993503,-0.470608892,-0.359754874,综艺
47498,10045128.0,我从来不说脏话z,0.0,0.0,1.0,1.0,-0.731780643,0.0,0.0,-0.542163819,-0.082145819,-0.401976237,328827328.0,76.0,894.0,BV1RW41147MT,20089616.0,-0.290062054,-0.224708763,-0.136984987,-0.298910807,-0.240743234,-0.290057004,-0.183475043,4.0,11687.0,综艺,0.010343118,0.876785465,0.188607926,综艺
47634,10045180.0,ArtemisJotei,0.0,0.0,1.0,0.0,-0.731780643,1.0,1.0,-0.500545696,-0.082704472,-0.507847276,71700280.0,27.0,10464.0,BV1Gp4y1s79x,971418826.0,1.893924747,0.91456838,2.87085581,1.87825923,3.253413159,1.892034546,0.961471649,1.0,4610466.0,明日方舟,-0.09703424,-0.122375266,-0.255468688,游戏
47661,10045207.0,无人羡我花满城-轻笑,1.0,0.0,0.0,0.0,0.836650855,1.0,1.0,-0.55256835,-0.082697488,-0.466208971,54602307.0,135.0,1084.0,BV1Nf4y1G7ZS,292436159.0,2.67755522,1.307413811,3.072432062,5.586768914,9.123337675,2.676533271,1.12977866,0.0,105286.0,国家宝藏,-0.434871285,-0.505754005,-0.377609706,综艺
47691,10045256.0,甘蓝饼干仔,0.0,1.0,0.0,1.0,-0.731780643,0.0,1.0,-0.201415434,-0.082655589,-0.480088406,1149951056.0,65.0,472.0,BV1564y1c7qD,584169362.0,-0.219172937,-0.118808707,-0.126219567,-0.216988991,-0.235078958,-0.216653517,-0.084219808,4.0,11687.0,综艺,0.010343118,0.876785465,0.188607926,综艺
47721,10045283.0,Chopper快来我怀里,1.0,0.0,0.0,0.0,-5.437075136,0.0,0.0,-0.880311071,-0.082746371,-0.513980049,1333154583.0,3.0,1218.0,BV1UU4y1j7pT,675149492.0,-0.309708037,-0.303515946,-0.161423813,-0.311478313,-0.241445122,-0.309702855,-0.216126603,1.0,372799.0,考研,-0.142745515,-0.410713698,-0.347136794,知识
47726,10045294.0,向心加速度,1.0,0.0,0.0,1.0,-0.731780643,0.0,1.0,-0.531759288,-0.082739387,-0.355819046,55079594.0,498.0,374.0,BV15P4y1j7Qe,891466070.0,0.06121213,-0.181828351,-0.15571065,-0.173172013,-0.139787685,0.061537521,-0.141551296,1.0,4344.0,健身,0.263959005,-0.044907515,-0.230282402,运动
47760,10045313.0,反弹琵琶你阿八,1.0,0.0,0.0,1.0,-0.731780643,0.0,0.0,-0.599388738,-0.082739387,-0.504296723,448888913.0,10.0,518776.0,BV1EW411B7TM,17954693.0,0.064622775,-0.026790928,-0.038025366,-0.256822607,-0.198674697,0.067101341,-0.085352055,0.0,8859.0,考试,-0.252966484,-0.14539284,-0.208038672,知识
47782,10045324.0,柠檬薄荷酱,1.0,0.0,0.0,1.0,-0.731780643,0.0,1.0,0.024883111,-0.082753354,-0.442646209,56691724.0,229.0,240242.0,BV1qh411W7HP,207746197.0,0.25631438,-0.216504869,-0.157340884,-0.213005629,-0.108493343,0.256271247,-0.186244458,1.0,28784.0,编程,-0.027571696,-0.395121148,-0.361251089,知识
47797,10045339.0,新酱大人w,1.0,0.0,0.0,1.0,0.836650855,1.0,0.0,-0.490141165,-0.082655589,-0.24833412,57744539.0,146.0,514604.0,BV18441137uH,56272720.0,-0.22520416,-0.046628066,1.223129665,-0.288414649,-0.231296813,-0.227781158,-0.192349412,1.0,11687.0,综艺,0.010343118,0.876785465,0.188707673,综艺
47975,10045398.0,汜柩山下大王庙,0.0,1.0,0.0,0.0,0.836650855,0.0,0.0,-0.443320776,-0.082655589,-0.484607292,1104999698.0,8.0,234324.0,BV1A4411q7Gf,65816646.0,-0.222477869,-0.282495032,-0.158515827,-0.301408374,-0.2384811,-0.222217337,-0.206609606,2.0,360005.0,英语学习,0.189342227,-0.399328661,-0.35202443,知识
47995,10045401.0,AandX,0.0,0.0,1.0,1.0,-0.731780643,0.0,0.0,-0.471933236,-0.082732404,-0.421020113,47402501.0,296.0,109.0,BV1934y1D7zR,805807106.0,-0.302513968,-0.21572646,-0.159470469,-0.284514938,-0.238016156,-0.302508835,-0.143754588,1.0,404504.0,战地5,-0.650807053,-0.495606473,-0.372223332,游戏
48021,10045411.0,途知路,1.0,0.0,0.0,0.0,-2.300212141,0.0,0.0,0.115922756,-0.082753354,-0.493967841,113365011.0,1.0,605.0,BV1Fx41127pT,8499520.0,-0.203794433,-0.244020591,-0.130948714,-0.296401289,-0.229419153,-0.205525875,-0.124552288,0.0,161247.0,古典舞,-0.404913433,-0.492141461,-0.37830794,舞蹈
48024,10045440.0,颖子的agatha,0.0,1.0,0.0,1.0,-0.731780643,0.0,1.0,-0.719040843,-0.082439111,-0.4068179,915082740.0,4.0,1238.0,BV1n441127jG,66583807.0,6.855294949,2.578791221,1.776998053,3.89782358,4.916483928,6.854962652,4.924336719,0.0,105286.0,国家宝藏,-0.434871285,-0.505754005,-0.377609706,综艺
48113,10045461.0,是大兜我放了大兜,0.0,0.0,1.0,0.0,-0.731780643,0.0,1.0,-0.74505217,-0.082711455,-0.502682835,70744561.0,43.0,1317.0,BV18h411q7mJ,207117000.0,-0.264323646,-0.290253307,-0.159117986,-0.301623476,-0.235780846,-0.264318769,-0.200994272,1.0,337310.0,AE教程,-0.527335583,-0.501546492,-0.395314917,知识
48129,10045898.0,吃面单车夜安,1.0,0.0,0.0,1.0,-3.868643638,1.0,0.0,-0.854299744,-0.082753354,-0.516239492,71319598.0,1.0,303.0,BV1Hs411B7Gt,4644308.0,-0.309696909,-0.290327102,-0.159720145,-0.312585687,-0.242249833,-0.309691727,-0.214780147,0.0,318756.0,炉石传说,-0.376961857,-0.393636143,-0.353819888,游戏
48131,10045918.0,剑士且帅气66,0.0,0.0,1.0,0.0,-2.300212141,0.0,0.0,-0.765861232,-0.082753354,-0.513011717,71064418.0,11.0,526.0,BV1H5411w7uh,460314263.0,-0.241751074,-0.084033794,-0.145620822,-0.153255205,-0.175552648,-0.24447262,-0.064191274,1.0,584.0,足球,-0.445488644,-0.327058428,-0.334817957,运动
48144,10045945.0,天空之漂泊者,0.0,0.0,1.0,1.0,0.836650855,1.0,1.0,-0.323668672,-0.082697488,-0.432317328,141921445.0,36.0,196.0,BV1fJ411g74V,68216174.0,2.472221035,1.122267662,-0.06031992,1.503823236,0.901866856,2.470671904,-0.002468503,0.0,41917.0,心理学,-0.091592313,-0.476053909,-0.341949915,知识
48201,10045951.0,兆箐,0.0,1.0,0.0,0.0,-0.731780643,1.0,0.0,-0.680023852,-0.082613691,-0.464272306,70963151.0,138.0,205.0,BV1B64y1B7pT,759570196.0,1.602934966,1.058375688,0.108108237,2.423979774,2.582820106,1.602715867,1.145079297,0.0,218956.0,张怡宁,-0.678838881,-0.51102206,-0.393519459,运动
48226,10045966.0,十万个不小心,1.0,0.0,0.0,0.0,-2.300212141,0.0,0.0,-0.713838578,-0.082753354,-0.509783941,1231823566.0,1.0,2187.0,BV1tf4y1s7NN,290131832.0,0.346643617,-0.091482861,-0.032268143,-0.037737717,0.039037128,0.345292379,0.058734046,3.0,8859.0,考试,-0.252981626,-0.14539284,-0.208088546,知识
48234,10046446.0,菠萝甜橘糖,0.0,1.0,0.0,0.0,-0.731780643,1.0,0.0,-0.859502009,-0.082753354,-0.514948382,71370646.0,5.0,172.0,BV1jt411F7Gb,61760031.0,0.189514699,0.27141404,0.711338942,0.436282317,0.387745516,0.189505398,0.135237233,0.0,72138.0,原创歌曲,-0.307702212,-0.421108732,-0.27826103,音乐
48237,10046449.0,正義之夥伴,0.0,0.0,1.0,1.0,0.836650855,0.0,1.0,-0.726844241,-0.077837209,1.563093531,78754449.0,15.0,1110.0,BV1gx411N7pt,1779212.0,-0.306681298,-0.291421429,-0.148616928,-0.312510003,-0.2425136,-0.306676136,-0.216004198,1.0,11687.0,综艺,0.010338576,0.876785465,0.188607926,综艺
48559,10046452.0,首长1号玩家,1.0,0.0,0.0,0.0,-0.731780643,1.0,0.0,-0.578579677,-0.081922358,-0.461690085,71513152.0,170.0,212.0,BV1t44y1y7DY,974824805.0,-0.300638948,-0.285724343,-0.155813457,-0.303913909,-0.239898287,-0.300633827,-0.196633591,2.0,81265.0,日本综艺,-0.462526084,-0.482983932,-0.371475225,综艺
48566,10046461.0,桜梨子的三明治,0.0,1.0,0.0,1.0,-0.731780643,1.0,0.0,-0.448523041,-0.082718438,-0.144399746,924408761.0,18.0,132.0,BV1w7411j7BT,90050714.0,-0.003239603,1.094174181,0.134808829,0.440265679,-0.199403408,-0.005228328,1.252183759,2.0,31864.0,公开课,0.50752686,0.18254572,-0.049838872,知识
48641,10046469.0,Dragon艾米,1.0,0.0,0.0,1.0,-0.731780643,1.0,1.0,-0.625400066,-0.082739387,-0.490417288,70866269.0,81.0,257.0,BV1QU4y1u7D7,676420656.0,0.050557342,0.074994882,0.067323009,0.268981129,0.231273803,0.050409879,0.043433409,1.0,4610466.0,明日方舟,-0.097035754,-0.122375266,-0.255468688,游戏
48652,10046532.0,随便来个什么名字算了,1.0,0.0,0.0,1.0,-3.868643638,0.0,0.0,-0.820485018,-0.082746371,-0.388742357,71230632.0,165.0,66.0,BV1Gs411y7wq,5749083.0,-0.252990067,0.149965111,-0.142242859,-0.236905799,-0.239258988,-0.255600262,-0.197888243,0.0,372420.0,张继科,-0.657919109,-0.505011503,-0.374068664,运动
48834,10046549.0,衜友,0.0,0.0,1.0,1.0,-0.731780643,0.0,0.0,-0.438118511,-0.082739387,-0.452006759,47023149.0,138.0,717.0,BV16X4y1g7wT,715024588.0,2.974592915,2.222866054,2.8635271,8.502589632,10.32146393,2.976979592,1.527595231,0.0,105286.0,国家宝藏,-0.434871285,-0.505754005,-0.377609706,综艺
48892,10046577.0,好能吃,1.0,0.0,0.0,1.0,-0.731780643,0.0,0.0,-0.393899255,-0.082746371,-0.366147928,1074284877.0,9.0,171019.0,BV1mt411W7iG,40139617.0,0.003765295,0.739053445,1.27203669,-0.220972353,-0.210423487,0.005899313,0.089335321,1.0,11687.0,综艺,0.010338576,0.876785465,0.188607926,综艺
48932,10046597.0,最爱我家斌斌,1.0,0.0,0.0,0.0,0.836650855,1.0,0.0,-0.575978544,-0.082732404,-0.31708574,190218397.0,137.0,178.0,BV1XS4y197Ne,721783092.0,0.499009872,-0.059908798,-0.128393212,0.117613386,0.079272712,0.50107936,0.548354441,1.0,372799.0,考研,-0.142756114,-0.410713698,-0.347136794,知识
49077,10046621.0,米开来的小星星成泠泠,1.0,0.0,0.0,1.0,-0.731780643,0.0,1.0,-0.367887928,-0.082746371,-0.261890777,70713321.0,789.0,306.0,BV1m44y1a7nz,976776741.0,-0.310420211,-0.304022349,-0.162525322,-0.311474329,-0.242214068,-0.310415024,-0.216555021,0.0,11687.0,综艺,0.010338576,0.876785465,0.188607926,综艺
49080,10046638.0,长夜里等待黎明,0.0,0.0,1.0,1.0,-0.731780643,1.0,0.0,-0.172802975,-0.082725421,-0.371312369,71248838.0,450.0,316.0,BV11L4y1v7T3,849201322.0,-0.121276853,0.005928691,-0.121872275,0.225164151,0.043507749,-0.122068564,-0.01776914,3.0,7945544.0,原神,-0.103009154,-0.082280136,0.332244566,游戏
49100,10046658.0,LadyWriter,0.0,1.0,0.0,1.0,-3.868643638,0.0,0.0,-0.893316734,-0.082746371,-0.511720607,71360258.0,15.0,471.0,BV1ax411y7zQ,8775849.0,11.94256413,7.238495519,4.151926134,1.479923066,0.731983282,11.94029481,7.999764824,0.0,1011490.0,马甲线,-0.591952784,-0.505259004,-0.388532076,运动
49101,10046661.0,太阳守,0.0,0.0,1.0,0.0,0.836650855,0.0,1.0,-0.708636312,-0.082718438,-0.500423392,1178746861.0,1.0,804.0,BV16z4y1S7P8,586297370.0,-0.304533649,-0.268344205,-0.153860114,-0.28996816,-0.241655241,-0.304528501,-0.208797597,2.0,11687.0,综艺,0.010338576,0.876785465,0.188607926,综艺
49121,10046665.0,Will47,0.0,0.0,1.0,0.0,-0.731780643,1.0,0.0,-0.258640354,-0.082746371,-0.447165095,985594665.0,3.0,76635.0,BV1Cx411174i,8478852.0,-0.253896976,-0.255712994,-0.114734493,-0.297532563,-0.236277084,-0.255600262,-0.198393164,0.0,31864.0,公开课,0.50752686,0.18254572,-0.049838872,知识
49147,10046670.0,系剪是个大咸鱼ㅇㅅㅇ,0.0,1.0,0.0,1.0,-0.731780643,0.0,1.0,0.656958359,-0.082711455,0.549894779,105312070.0,36.0,6171.0,BV1XW411b7De,17360876.0,-0.242708057,-0.263022195,-0.050773504,-0.304212661,-0.237922273,-0.24447262,-0.193190947,6.0,11687.0,综艺,0.010338576,0.876785465,0.188607926,综艺
49454,10046723.0,槿桑,1.0,0.0,0.0,1.0,-3.868643638,0.0,0.0,-0.817883886,-0.082753354,-0.504296723,98510323.0,6.0,95.0,BV1ds411R77S,3648177.0,0.117835514,0.046057328,0.067499251,-0.289175471,-0.081669621,0.117175728,0.21174042,1.0,9222.0,英雄联盟,1.757028944,0.305553618,0.334289393,游戏
49468,10046729.0,rayvaltion,0.0,0.0,1.0,0.0,-2.300212141,0.0,0.0,-0.789271426,-0.082746371,-0.378736253,71036729.0,416.0,1237.0,BV1bb4y1S7Z8,632519046.0,0.428031734,0.256592549,0.834869569,0.838601843,0.615747153,0.42874969,0.303544244,2.0,41917.0,心理学,-0.091566572,-0.476053909,-0.341800294,知识
49495,10046737.0,#NAME?,0.0,0.0,1.0,0.0,0.836650855,1.0,1.0,-0.641006862,-0.082746371,-0.475246743,66016437.0,65.0,312.0,BV1T54y1y7Uz,842107163.0,2.03845709,0.588687088,0.036568862,2.666964834,2.801880503,2.036693886,1.007373561,0.0,115092.0,编曲,-0.591216897,-0.485706441,-0.377310463,音乐
49516,10046743.0,过过过过过guo,1.0,0.0,0.0,0.0,-0.731780643,0.0,1.0,-0.833490682,-0.082753354,-0.508815609,70766743.0,24.0,65497.0,BV1tW411T7qU,21539696.0,-0.048267907,0.152521928,1.737343709,-0.272756054,-0.234211658,-0.049738894,-0.10681885,0.0,11687.0,综艺,0.010338576,0.876785465,0.188607926,综艺
49522,10046753.0,咸鱼瘫在沙发上,0.0,0.0,1.0,0.0,0.836650855,0.0,1.0,0.617941368,-0.082725421,-0.46233564,57359353.0,13.0,13098.0,BV15W411e7oJ,18736578.0,-0.280275227,-0.2645473,-0.162510635,-0.310940559,-0.241476416,-0.280270243,-0.213219482,0.0,372799.0,考研,-0.142753086,-0.410713698,-0.347136794,知识
49544,10046792.0,业火之瑕,1.0,0.0,0.0,0.0,0.836650855,1.0,1.0,0.01447858,-0.082564808,-0.4888034,60732892.0,86.0,142.0,BV1wq4y157MJ,548556576.0,0.070915499,0.727727783,-0.123458449,0.866485374,-0.206297104,0.072665162,-0.048370415,0.0,13683.0,民谣,-0.653143418,-0.483973935,-0.386686744,音乐
49552,10046796.0,樱花树下和你在一起,0.0,1.0,0.0,1.0,-3.868643638,0.0,0.0,-0.674821587,-0.082725421,-0.435222326,730568396.0,14.0,300.0,BV1Q4411r7L9,65149785.0,-0.309357514,-0.300691391,-0.16070416,-0.308148222,-0.241333356,-0.309352334,-0.215973596,0.0,4346.0,脱口秀,-0.437998045,-0.470608892,-0.359754874,综艺
49648,10046835.0,取名好难要,0.0,0.0,1.0,0.0,-0.731780643,0.0,1.0,-0.131184851,-0.082753354,-0.472018967,71020635.0,134.0,1886.0,BV1MF41187Ct,294497948.0,-0.134440942,-0.019896039,-0.123399702,-0.113421589,-0.023551556,-0.133196205,-0.142958955,5.0,11687.0,综艺,0.010338576,0.876785465,0.188607926,综艺
49663,10046866.0,木熙染汐,0.0,0.0,1.0,1.0,-5.437075136,0.0,0.0,-0.804878222,-0.082746371,-0.511075051,71752266.0,17.0,691.0,BV1hs41127MF,3054411.0,-0.284147673,-0.267736765,-0.106568636,-0.309916835,-0.236415674,-0.284142662,-0.196327578,2.0,21187.0,剑网3,-0.571980883,-0.440413794,-0.375066141,游戏
49675,10046906.0,茧吕,0.0,1.0,0.0,1.0,0.836650855,1.0,1.0,-0.461528705,-0.082711455,1.270334287,51422506.0,1658.0,676.0,BV1M44y1a7b3,977173888.0,-0.286896219,-0.176110529,-0.033648702,-0.264789331,-0.23415801,-0.28689119,0.074034684,1.0,11687.0,综艺,0.010341604,0.876785465,0.188607926,综艺
49917,10046909.0,喵叔想吃鱼骨头,1.0,0.0,0.0,0.0,-2.300212141,0.0,0.0,-0.708636312,-0.082746371,-0.502360057,70757709.0,29.0,1279.0,BV1Lq4y1k7zS,591616811.0,0.022543316,-0.189963531,-0.124266223,-0.157238567,-0.104022723,0.022590775,-0.170086985,1.0,8859.0,考试,-0.252967998,-0.14539284,-0.208038672,知识
49949,10046911.0,平流层的海冬青,0.0,0.0,1.0,1.0,0.836650855,1.0,1.0,-0.250836956,-0.08234833,-0.441677877,1216661911.0,6.0,8608.0,BV1Cx411D7Tc,9455212.0,-0.211122035,-0.199241015,-0.075417945,-0.288860785,-0.21873437,-0.211089696,-0.17427936,0.0,2739.0,演讲,0.020621304,-0.457243848,-0.361201215,知识
49961,10046929.0,攒了900硬币改名字,1.0,0.0,0.0,0.0,-0.731780643,1.0,0.0,-0.656613658,-0.082732404,-0.509783941,1164567329.0,5.0,5140.0,BV1GT4y177Vx,926650600.0,2.759143636,4.699694139,3.451689153,2.527547177,0.615747153,2.759990583,6.898118936,1.0,10325.0,战神,-0.682581909,-0.504516501,-0.387434851,游戏
49980,10046945.0,FUN嗡大叔,0.0,0.0,1.0,1.0,-0.731780643,0.0,0.0,-0.609793269,-0.079296689,-0.512688939,153846845.0,12.0,294.0,BV1qW41187V5,17470675.0,-0.308361583,-0.302658455,-0.155402227,-0.310558156,-0.241646299,-0.30835641,-0.216478517,2.0,1833.0,搞笑,3.291808206,2.939209633,4.53945154,搞笑
49984,10046948.0,生命灵,1.0,0.0,0.0,1.0,-2.300212141,1.0,0.0,-0.830889549,-0.082739387,-0.510752274,1347374848.0,3.0,197389.0,BV1ex411x7Em,14184325.0,3.698734616,2.140705755,2.703690717,0.276947852,0.329627451,3.700276289,0.67075954,0.0,28784.0,编程,-0.027574724,-0.395121148,-0.361251089,知识
50000,10046963.0,小俾裨,1.0,0.0,0.0,0.0,-0.731780643,0.0,0.0,-0.695630649,-0.082571792,-0.382609584,157240563.0,85.0,217.0,BV1n64y1Q7As,758933741.0,-0.11922379,0.699680043,0.003420767,0.117613386,-0.198080104,-0.116504743,1.343987583,0.0,11687.0,综艺,0.010343118,0.876785465,0.188607926,综艺
50068,10047016.0,暴走的可怜,1.0,0.0,0.0,1.0,-0.731780643,1.0,1.0,-0.789271426,-0.082725421,-0.457171199,1390077816.0,4.0,11140.0,BV1kK4y177X2,885061692.0,-0.310286678,-0.302970104,-0.162657503,-0.312239135,-0.242397364,-0.310281492,-0.215269767,0.0,31864.0,公开课,0.50753746,0.18254572,-0.049838872,知识
50173,10047033.0,MEDIC_cat,0.0,0.0,1.0,1.0,-0.731780643,1.0,1.0,-0.151993913,-0.082334364,-0.513334494,749190633.0,10.0,630.0,BV1Bf4y127k8,285874248.0,-0.267745419,-0.284119344,-0.162011284,-0.302575499,-0.235512608,-0.267740519,-0.21077138,0.0,337310.0,AE教程,-0.527338612,-0.501546492,-0.395314917,知识
50179,10047086.0,狮子狮子狮子喵,1.0,0.0,0.0,0.0,0.836650855,0.0,0.0,1.127763378,-0.082739387,-0.321927403,71522386.0,379.0,40.0,BV1XR4y1p7s8,335779330.0,-0.26620423,-0.006826731,-0.157384944,0.109646663,-0.240559939,-0.26619934,-0.174233458,1.0,11687.0,综艺,0.010343118,0.876785465,0.188607926,综艺
50220,10047131.0,布丁甜腻腻,0.0,1.0,0.0,1.0,-0.731780643,0.0,0.0,-0.888114469,-0.072886148,-0.449424538,126369431.0,17.0,1389.0,BV1qx41167Dh,11645739.0,-0.310748479,-0.304125012,-0.162451888,-0.31257772,-0.242522541,-0.310743289,-0.216432616,0.0,11687.0,综艺,0.010343118,0.876785465,0.188607926,综艺
50227,10047199.0,椎名彡真白TvT,0.0,0.0,1.0,1.0,-0.731780643,1.0,1.0,-0.823086151,-0.082718438,-0.513334494,71017199.0,10.0,213.0,BV1ih411Q7ye,204627616.0,0.175098742,0.162637184,-0.0901488,0.209230704,0.110567054,0.172813936,0.012832134,2.0,7945544.0,原神,-0.102995527,-0.082280136,0.332394188,游戏
50238,10047217.0,星际牛奶斯派克,1.0,0.0,0.0,0.0,-0.731780643,1.0,1.0,-0.102572392,-0.082711455,-0.282871319,79443417.0,9.0,255817.0,BV1hs411D712,2262110.0,-0.1806154,-0.118203097,0.710913025,-0.311701381,-0.237479681,-0.183270592,-0.203595381,1.0,11687.0,综艺,0.010341604,0.876785465,0.188707673,综艺
50375,10047228.0,歪歪牛,0.0,0.0,1.0,0.0,0.836650855,0.0,0.0,2.274862902,-0.082592741,0.088322872,71463028.0,1065.0,235.0,BV1rQ4y1671f,720873650.0,1.729195599,0.245305309,-0.132167718,0.149480279,0.047978369,1.730683745,0.104635958,1.0,4344.0,健身,0.263962033,-0.044907515,-0.230232528,运动
